iter	Logloss
312	0.2980611502
313	0.2980468038
314	0.2980314696
315	0.2980200166
316	0.2980004589
317	0.2979837525
318	0.2979684144
319	0.2979616663
320	0.2979516493
321	0.2979418826
322	0.2979237777
323	0.2979073915
324	0.2978974689
325	0.2978845788
326	0.297875362
327	0.2978620831
328	0.2978471762
329	0.2978345374
330	0.2978167466
331	0.2978051259
332	0.2977859181
333	0.2977693755
334	0.2977601675
335	0.297750354
336	0.2977335956
337	0.2977212568
338	0.297703481
339	0.2976922024
340	0.2976823925
341	0.2976711793
342	0.2976605552
343	0.2976508542
344	0.2976426724
345	0.2976337013
346	0.2976192299
347	0.2976085875
348	0.2975954968
349	0.2975837194
350	0.2975747133
351	0.2975613043
352	0.2975538637
353	0.2975424943
354	0.2975303991
355	0.2975157114
356	0.2974992212
357	0.2974859613
358	0.2974739507
359	0.2974609456
360	0.2974456315
361	0.2974293918
362	0.2974193334
363	0.2974047682
364	0.2973918753
365	0.2973809431
366	0.2973676139
367	0.2973581939
368	0.2973470884
369	0.2973350862
370	0.2973208493
371	0.2973106845
372	0.2972951165
373	0.2972888654
374	0.297279822
375	0.2972694995
376	0.2972615885
377	0.2972543108
378	0.297246352
379	0.2972339593
380	0.2972243606
381	0.2972122276
382	0.2972038431
383	0.2971938712
384	0.2971832302
385	0.2971713801
386	0.2971558254
387	0.2971459509
388	0.2971353256
389	0.2971234675
390	0.2971157717
391	0.2971072704
392	0.2970960988
393	0.2970856575
394	0.2970753558
395	0.2970663057
396	0.2970543659
397	0.2970436904
398	0.2970324445
399	0.2970195459
400	0.2970098365
401	0.297000488
402	0.2969871931
403	0.2969739886
404	0.2969642671
405	0.2969536475
406	0.2969424919
407	0.2969342782
408	0.2969250898
409	0.2969169374
410	0.2969067489
411	0.296895966
412	0.296886894
413	0.2968751944
414	0.2968660968
415	0.2968577712
416	0.2968484788
417	0.2968375742
418	0.2968301652
419	0.2968244384
420	0.2968170423
421	0.2968040899
422	0.2967899517
423	0.2967779535
424	0.296770227
425	0.2967575971
426	0.2967476842
427	0.2967350345
428	0.2967245921
429	0.296717576
430	0.2967085892
431	0.2966993987
432	0.2966906638
433	0.2966808327
434	0.2966682474
435	0.2966602276
436	0.2966518237
437	0.2966445622
438	0.2966365153
439	0.2966284327
440	0.2966217508
441	0.2966128221
442	0.2966024111
443	0.2965916941
444	0.2965844973
445	0.2965791563
446	0.2965714041
447	0.2965623994
448	0.2965549047
449	0.296547616
450	0.2965381956
451	0.2965306852
452	0.296519664
453	0.2965098264
454	0.2964997945
455	0.2964941934
456	0.2964842616
457	0.296475977
458	0.2964660696
459	0.2964556929
460	0.2964464679
461	0.2964370211
462	0.2964291675
463	0.2964207893
464	0.296411819
465	0.2964058246
466	0.2963948254
467	0.2963840998
468	0.2963772833
469	0.2963721333
470	0.2963639398
471	0.2963560783
472	0.2963510827
473	0.2963424957
474	0.2963309729
475	0.2963234868
476	0.2963113801
477	0.2963036923
478	0.2962942723
479	0.2962880994
480	0.2962800458
481	0.2962698824
482	0.2962603833
483	0.2962507612
484	0.2962394987
485	0.2962299425
486	0.2962230558
487	0.2962142151
488	0.2962080763
489	0.2962008463
490	0.2961918503
491	0.2961863783
492	0.2961775363
493	0.296170115
494	0.296164865
495	0.2961555373
496	0.2961485258
497	0.2961428287
498	0.2961329507
499	0.2961246218
500	0.2961167908
501	0.2961128048
502	0.2961058512
503	0.2960986356
504	0.296091444
505	0.2960810731
506	0.2960729906
507	0.2960605114
508	0.296051515
509	0.2960440659
510	0.2960360977
511	0.2960300416
512	0.2960218614
513	0.2960127648
514	0.2960061299
515	0.2959960409
516	0.2959896055
517	0.2959818847
518	0.295973895
519	0.2959679864
520	0.2959586509
521	0.2959513334
522	0.2959437931
523	0.2959335621
524	0.2959247567
525	0.2959155043
526	0.2959070778
527	0.295898975
528	0.295894493
529	0.2958848847
530	0.2958784367
531	0.2958737051
532	0.2958682828
533	0.295859749
534	0.2958536309
535	0.295846778
536	0.295838585
537	0.2958307415
538	0.2958219706
539	0.2958145218
540	0.2958077306
541	0.295799777
542	0.2957911784
543	0.2957831274
544	0.2957795696
545	0.2957707749
546	0.2957625716
547	0.2957534273
548	0.2957470458
549	0.2957388166
550	0.2957344013
551	0.2957292689
552	0.2957204516
553	0.2957134906
554	0.2957073017
555	0.2957008807
556	0.2956949893
557	0.2956899277
558	0.2956830007
559	0.2956767994
560	0.2956685881
561	0.2956618496
562	0.2956538526
563	0.2956471281
564	0.2956417867
565	0.2956314326
566	0.2956223554
567	0.2956132512
568	0.2956056834
569	0.2955950549
570	0.2955868472
571	0.2955776722
572	0.2955694952
573	0.2955621419
574	0.2955560441
575	0.2955448788
576	0.2955366652
577	0.2955271905
578	0.29551916
579	0.2955100712
580	0.2955037856
581	0.2954956705
582	0.295486961
583	0.2954794069
584	0.2954723457
585	0.2954655418
586	0.2954599049
587	0.2954528302
588	0.2954477558
589	0.2954420279
590	0.2954363702
591	0.2954283743
592	0.2954206194
593	0.295415018
594	0.2954073973
595	0.2953977154
596	0.2953863175
597	0.2953793814
598	0.2953707489
599	0.2953637432
600	0.2953563186
601	0.2953519517
602	0.2953463386
603	0.2953392155
604	0.2953330019
605	0.295326769
606	0.2953218716
607	0.2953146353
608	0.2953073857
609	0.2953017494
610	0.2952934257
611	0.295287188
612	0.2952762802
613	0.295267473
614	0.2952597213
615	0.2952525813
616	0.2952473551
617	0.2952421995
618	0.2952379464
619	0.2952303039
620	0.2952227232
621	0.2952157557
622	0.2952077037
623	0.2951984939
624	0.2951911223
625	0.2951848941
626	0.2951745031
627	0.2951669181
628	0.2951592363
629	0.2951524092
630	0.2951459897
631	0.2951414671
632	0.2951325772
633	0.295124892
634	0.2951169855
635	0.2951112248
636	0.2951056789
637	0.2951002602
638	0.2950941791
639	0.2950901154
640	0.2950858238
641	0.2950771989
642	0.2950725619
643	0.2950634581
644	0.2950576855
645	0.295050314
646	0.2950448305
647	0.2950380959
648	0.2950320814
649	0.2950262739
650	0.2950189609
651	0.2950146774
652	0.2950068156
653	0.2949995665
654	0.2949921916
655	0.2949849119
656	0.2949778471
657	0.2949705221
658	0.2949633006
659	0.2949561425
660	0.2949490666
661	0.2949429564
662	0.2949361314
663	0.2949307875
664	0.294925341
665	0.2949180251
666	0.2949099842
667	0.2949027877
668	0.294895099
669	0.2948866841
670	0.2948802496
671	0.2948734126
672	0.2948690536
673	0.2948629349
674	0.2948564458
675	0.2948490335
676	0.2948421749
677	0.2948343342
678	0.2948294885
679	0.2948242899
680	0.2948191318
681	0.2948146776
682	0.2948085383
683	0.2948039934
684	0.294798623
685	0.2947907111
686	0.2947842077
687	0.294776031
688	0.2947658041
689	0.2947608596
690	0.294754066
691	0.2947474382
692	0.2947400362
693	0.2947347653
694	0.294726022
695	0.2947205893
696	0.2947153661
697	0.2947090924
698	0.2947030893
699	0.2946981316
700	0.2946908924
701	0.2946859644
702	0.2946811942
703	0.2946763654
704	0.2946705088
705	0.2946665527
706	0.2946602294
707	0.2946535689
708	0.2946475407
709	0.2946411219
710	0.2946360333
711	0.2946296484
712	0.2946227705
713	0.2946154772
714	0.2946098125
715	0.2946033862
716	0.2945984761
717	0.2945921031
718	0.2945868728
719	0.294579459
720	0.2945751628
721	0.2945686887
722	0.2945628842
723	0.2945578143
724	0.2945501106
725	0.2945453738
726	0.2945371816
727	0.2945312667
728	0.2945255677
729	0.2945202
730	0.2945128611
731	0.2945070162
732	0.2945026621
733	0.294492949
734	0.2944865064
735	0.2944792951
736	0.2944739952
737	0.294468234
738	0.2944578049
739	0.294452846
740	0.2944465545
741	0.2944420928
742	0.2944357727
743	0.2944299906
744	0.2944230063
745	0.2944171349
746	0.2944115209
747	0.2944059275
748	0.2943992596
749	0.294394835
750	0.2943908008
751	0.2943862443
752	0.2943788643
753	0.2943695903
754	0.2943632103
755	0.2943556231
756	0.2943501521
757	0.2943436681
758	0.2943383769
759	0.2943331573
760	0.2943254217
761	0.2943212184
762	0.2943149281
763	0.2943061497
764	0.2942997661
765	0.2942912035
766	0.2942857382
767	0.2942774053
768	0.294271506
769	0.2942658405
770	0.2942595632
771	0.2942539701
772	0.2942485317
773	0.2942428497
774	0.2942365418
775	0.2942302876
776	0.2942244409
777	0.2942188896
778	0.2942112814
779	0.2942037101
780	0.2941973004
781	0.294190225
782	0.2941842587
783	0.2941780087
784	0.2941703869
785	0.2941652362
786	0.2941596688
787	0.2941547792
788	0.2941479761
789	0.2941390899
790	0.2941322669
791	0.2941234815
792	0.2941181405
793	0.2941122857
794	0.2941054273
795	0.2940997411
796	0.2940918113
797	0.2940875129
798	0.2940827624
799	0.2940771794
800	0.2940723225
801	0.2940675089
802	0.2940620978
803	0.2940574715
804	0.2940515621
805	0.2940470461
806	0.29404295
807	0.2940379346
808	0.2940300705
809	0.2940258341
810	0.2940205025
811	0.2940151634
812	0.2940108278
813	0.2940037597
814	0.2939989936
815	0.2939932796
816	0.2939877423
817	0.2939806256
818	0.2939753257
819	0.2939711717
820	0.2939653323
821	0.2939601058
822	0.2939540579
823	0.2939481451
824	0.2939433848
825	0.2939385487
826	0.2939334161
827	0.2939262059
828	0.2939214809
829	0.2939167874
830	0.29391196
831	0.2939082375
832	0.2939018822
833	0.2938971445
834	0.2938910863
835	0.2938857569
836	0.2938788512
837	0.2938723961
838	0.2938646919
839	0.2938577098
840	0.293851382
841	0.2938458337
842	0.2938383928
843	0.2938341278
844	0.2938270316
845	0.2938220705
846	0.2938164079
847	0.293811784
848	0.2938063849
849	0.2938013669
850	0.2937946569
851	0.2937893807
852	0.2937850752
853	0.2937794423
854	0.2937718496
855	0.2937655797
856	0.2937618197
857	0.2937552792
858	0.2937485423
859	0.2937437235
860	0.2937376461
861	0.2937299747
862	0.2937247534
863	0.2937172191
864	0.2937099378
865	0.2937050974
866	0.293700346
867	0.293695255
868	0.293691026
869	0.2936840213
870	0.2936789636
871	0.293672357
872	0.2936679279
873	0.2936634469
874	0.2936584791
875	0.2936531554
876	0.2936482041
877	0.2936436175
878	0.2936372571
879	0.2936336088
880	0.2936285045
881	0.2936225917
882	0.2936185861
883	0.2936140817
884	0.2936100527
885	0.2936044277
886	0.293597685
887	0.2935914621
888	0.2935850645
889	0.2935797935
890	0.2935728744
891	0.2935670235
892	0.2935623969
893	0.2935566031
894	0.2935515788
895	0.2935444954
896	0.2935391781
897	0.2935349514
898	0.2935290475
899	0.2935233408
900	0.293518714
901	0.2935139801
902	0.2935099044
903	0.2935029803
904	0.2934972683
905	0.2934908873
906	0.2934854525
907	0.2934789398
908	0.2934742347
909	0.2934701888
910	0.2934651013
911	0.2934607123
912	0.2934538335
913	0.2934479661
914	0.2934434948
915	0.2934378205
916	0.2934337902
917	0.2934279624
918	0.2934223342
919	0.2934181802
920	0.2934133684
921	0.2934084261
922	0.2934035407
923	0.2933949475
924	0.2933892209
925	0.2933836048
926	0.2933790659
927	0.2933735849
928	0.2933683207
929	0.2933627943
930	0.2933579006
931	0.2933523344
932	0.2933457181
933	0.2933414405
934	0.2933357169
935	0.2933254275
936	0.2933213812
937	0.2933154281
938	0.2933071189
939	0.2933013963
940	0.2932961026
941	0.2932902218
942	0.2932848109
943	0.2932785606
944	0.293274425
945	0.2932704765
946	0.293265482
947	0.2932623833
948	0.2932575227
949	0.2932515619
950	0.2932455345
951	0.2932394454
952	0.2932323586
953	0.2932282007
954	0.2932219832
955	0.2932178465
956	0.2932127694
957	0.2932074469
958	0.2932020068
959	0.2931986371
960	0.2931949226
961	0.2931906442
962	0.293183552
963	0.2931773591
964	0.293171652
965	0.2931684111
966	0.2931609484
967	0.2931567766
968	0.2931513886
969	0.2931478259
970	0.2931418546
971	0.2931327116
972	0.2931289386
973	0.2931232815
974	0.2931197578
975	0.2931145792
976	0.2931089907
977	0.2931045775
978	0.2930979187
979	0.2930934525
980	0.2930890073
981	0.2930849713
982	0.29307979
983	0.293072501
984	0.2930680104
985	0.2930624831
986	0.2930586329
987	0.29305454
988	0.2930488573
989	0.2930429518
990	0.2930384355
991	0.2930342609
992	0.2930296994
993	0.2930241871
994	0.2930199669
995	0.2930153196
996	0.2930094934
997	0.2930062449
998	0.293002572
999	0.2929969219
